id,title,abstract,label
W2095049087,Two weeks of transdermal estradiol treatment in postmenopausal elderly women and its effect on memory and mood: verbal memory changes are associated with the treatment induced estradiol levels,,0
W2031685386,Uterine bleeding in postmenopausal women on continuous therapy with estradiol and norethindrone acetate,"OBJECTIVE: To investigate the incidence of uterine bleeding during 12 months of treatment with 17beta-estradiol (E2) 1 mg, unopposed or in combination with three doses of norethindrone acetate. METHODS: This study was a prospective, double-masked, randomized, multicenter trial. A total of 1176 healthy postmenopausal women age 45 years and older without evidence of endometrial abnormalities were randomly assigned to receive either unopposed E2 1 mg, or continuous-combined formulations of E2 1 mg and norethindrone acetate 0.1 mg, 0.25 mg, or 0.5 mg. Any spotting or bleeding episodes during the treatment period were recorded in a daily diary and reported by weekly telephone calls. RESULTS: The incidence of bleeding was low in the combination groups, even during the initial 3 months of treatment (24-28%), after which it decreased with increasing doses of norethindrone acetate. Conversely, the incidence of bleeding increased over time with unopposed E2 1 mg. After the initial 3 months, the incidence of bleeding among the combination groups was lowest in the norethindrone acetate 0.5 mg group. Among women initiating therapy close to menopause, fewer reported bleeding with norethindrone acetate 0.5 mg than with the other combination groups. There was a significantly (P<.05) lower discontinuation rate due to bleeding in the norethindrone acetate 0.5 mg group compared with all other treatment groups. CONCLUSION: Continuous-combined formulations of E2 1 mg with norethindrone acetate 0.1, 0.25, or 0.5 mg are associated with a low incidence of uterine bleeding. After the initial 3 months of treatment, bleeding profiles improved with increasing doses of norethindrone acetate.",0
W2161391787,Novel Inflammatory Markers of Coronary Risk,,0
W2061145469,Hormone Replacement Therapy May Alleviate Sleep Apnea in Menopausal Women: A Pilot Study,"OBJECTIVE: The incidence of sleep apnea syndrome (SAS) in women increases after menopause. Progestins alone do not alleviate SAS in menopausal women. However, progestins may require concomitant estrogen administration and estrogen alone may stimulate breathing during sleep. To test these hypotheses, we studied the effects of estrogen alone and estrogen combined with progestin on SAS in menopausal women, using a prospective, cross-over, inception cohort study. DESIGN: In this pilot study, five women who developed SAS after menopause underwent 2 nights of polysomnography to obtain a baseline, then returned for polysomnography after 3-4 weeks of taking micronized 17 beta-estradiol (E2) and after 10-12 days of taking E2 combined with medroxyprogesterone acetate (E2 + P). Sleep stages were scored according to Rechtshaffen and Kales, frequency and length of apneas were recorded for each subject each night, and the data were analyzed by Student's t test. RESULTS: E2 and E2 + P both reduced the Respiratory Distress Index. E2 also raised the lowest oxygen desaturation associated with apneic episodes. Total minutes of rapid eye movement sleep increased, and the number of waking episodes decreased when the women were taking E2 and E2 + P, as previously reported. CONCLUSIONS: Within 1 month after initiating E2 or E2 + P, SAS was reduced in all patients. The Respiratory Distress Index decreased by 25%, and the addition of progestin brought the SAS reduction to 50% in this pilot study. A randomized study in a large group of patients is justified by the findings of this study. Because SAS increases the risk of cardiovascular disease and fatal accidents, the amelioration of SAS by sex steroid hormones could have significant implications for the health of menopausal women.",0
W2038188274,Liver Function in Postmenopausal Women on Estrogen-Androgen Hormone Replacement Therapy: A Meta-analysis of Eight Clinical Trials,"OBJECTIVE: To compare hepatic biochemical changes of a combined estrogen-androgen preparation with that of estrogen alone in postmenopausal women. DESIGN: Hepatic biochemical values from 511 surgical and 130 nonsurgically menopausal women being treated with hormone replacement therapy were pooled from eight similarly designed studies performed between March 1988 and January 1996 comparing esterified estrogen-methyl-testosterone preparations with esterified estrogen, conjugated equine estrogens, and placebo controls. The eight studies in this meta-analysis were controlled, randomized, multicenter, double-blind with identical or similar treatment arms. For hepatic biochemistry parameters, raw data summaries and mean changes from baseline values with standard error (SE) were evaluated for the dosages and treatment groups at various time periods throughout the studies. RESULTS: Eight controlled trials involving 641 surgically and nonsurgically menopausal women were included. Changes from the pretreatment baseline values of liver function were compared at 1, 3, 6, 12, 18, and 24 months of therapy. No patients demonstrated hepatotoxicity or clinically significant elevation of liver biochemistry values. None of the liver biochemistry changes measured in these studies were of clinical significance, nor were there biochemical differences between estrogen therapy alone compared with combined esterified estrogen-methyltestosterone preparation when administered to postmenopausal women during a period of up to 24 months. CONCLUSIONS: Combined esterified estrogen-methyltestosterone therapy (in doses of 0.625 mg esterified estrogen + 1.25 mg methyltestosterone or 1.25 mg esterified estrogen + 2.5 mg methyltestosterone) was found to be safe regarding hepatic function in postmenopausal women during the course of 24 months in eight controlled clinical trials.",0
W2041492652,Monofluorophosphate Combined with Hormone Replacement Therapy Induces a Synergistic Effect on Bone Mass by Dissociating Bone Formation and Resorption in Postmenopausal Women: A Randomized Study1,"Sodium fluoride stimulates bone formation and has been used to treat osteoporosis for decades despite debate about the antifracture efficacy. Hormone replacement therapy (HRT) results in only modest increases in bone mineral density (BMD). However, for women with low bone mass, the ideal therapy should not only inhibit bone resorption but simultaneously stimulate bone formation to increase bone mass above the fracture threshold. We thus performed a randomized, double-blind, placebo-controlled intervention study to prospectively investigate the effect of a low dose of fluoride, in combination with HRT, on BMD and biochemical markers of bone turnover. One hundred healthy postmenopausal women (60-70 yr old) were thus randomly assigned to: 1) HRT [transdermal 17beta-estradiol, releasing 50 microg/day; plus oral norethisterone acetate (NETA), 1 mg/day]; or 2) oral monofluorophosphate (MFP; equivalent to fluoride, 20 mg/day); or 3) HRT+MFP; or 4) placebo, for 96 weeks. All participants received a calcium supplement of 1000 mg/day. Sixty-eight women completed the study. We found a pronounced, linear increase in spinal BMD during treatment with HRT+MFP [11.8% (1.7% SEM)], which was significantly greater than the increase in the HRT group [4.0% (0.5% per yr); P < 0.05]. MFP produced a smaller increase [2.4% (0.6% per yr)], whereas there was no change in the placebo group [0.0% (0.5% SEM)]. Similar changes were found at the other skeletal sites (distal forearm, hip, and total body). Markers of bone formation showed a fall in the HRT group, which was significantly more pronounced than in the combined HRT+MFP group. A nonsignificant increase was found in the MFP group, whereas the placebo group showed a decrease caused by calcium treatment. The marker of bone resorption decreased significantly more in the HRT and the HRT+MFP groups than in the placebo group but tended to increase in the MFP group. In conclusion, this study shows, by use of biochemical markers of bone turnover, that bone resorption and formation may be dissociated, as a result of actions of two compounds with diverging effects on bone turnover. Furthermore, the synergistic effects of relatively low doses of the compounds suggested statistically and clinically significant increases in trabecular and probably also cortical bone. Adverse effects were relatively rare and mild.",1
W2325686413,Effects of Triazolam at Three Phases of the Menstrual Cycle,"This study investigated the subjective and behavioral effects of a commonly used benzodiazepine, triazolam, in healthy women at three phases of the menstrual cycle: follicular, periovulatory, and luteal. Ovarian hormones or their metabolites have direct and indirect actions on neuronal receptors, which may affect responses to psychoactive drugs acting on the same central nervous system receptors. This study explored the effect of menstrual cycle phase on the mood-altering and performance effects of a single oral dose of the benzodiazepine triazolam. Twenty women received triazolam (0.25 mg orally) or placebo at the follicular, periovulatory, and luteal phases of their menstrual cycles in a within-subject design. Dependent measures included self-reported mood states, psychomotor performance, and plasma levels of triazolam, estradiol, progesterone, and allopregnanolone. After administration of triazolam, most subjects reported the expected increases in fatigue and decreases in arousal and psychomotor performance. Neither plasma levels nor mood and performance effects of triazolam differed across the three phases. This study illustrates a useful methodology for assessing responses to psychoactive drugs in normally cycling women and shows that the effects of this drug were highly stable across the cycle.",0
W2148714770,"Pharmacokinetics, Efficacy, and Safety of a Permeation-Enhanced Testosterone Transdermal System in Comparison with Bi-Weekly Injections of Testosterone Enanthate for the Treatment of Hypogonadal Men*","The pharmacokinetics, efficacy, and safety of the Androderm testosterone (T) transdermal system (TTD) and intramuscular T enanthate injections (i.m.) for the treatment of male hypogonadism were compared in a 24-week multicenter, randomized, parallel-group study. Sixty-six adult hypogonadal men (22-65 years of age) were withdrawn from prior i.m. treatment for 4-6 weeks and then randomly assigned to treatment with TTD (two 2.5-mg systems applied nightly) or i.m. (200 mg injected every 2 weeks); there were 33 patients per group. Twenty-six patients in the TTD group and 32 in the i.m. group completed the study. TTD treatment produced circadian variations in the levels of total T, bioavailable T, dihydrotestosterone, and estradiol within the normal physiological ranges. i.m. treatment produced supraphysiological levels of T, bioavailable T, and estradiol (but not dihydrotestosterone) for several days after each injection. Mean morning sex hormone levels were within the normal range in greater proportions of TTD patients (range, 77-100%) than i.m. patients (range, 19-84%). Both treatments normalized LH levels in approximately 50% of patients with primary hypogonadism; however, LH levels were suppressed to the subnormal range in 31% of i.m. patients vs. 0% of TTD patients. Both treatments maintained sexual function (assessed by questionnaire and Rigiscan) and mood (Beck Depression Inventory) at the prior treatment levels. Prostate-specific antigen levels, prostate volumes, and lipid and serum chemistry parameters were comparable in both treatment groups. Transient skin irritation from the patches was reported by 60% of the TTD patients, but caused only three patients (9%) to discontinue treatment. i.m. treatment produced local reactions in 33% of patients and was associated with significantly more abnormal hematocrit elevations (43.8% of patients) compared with TTD treatment (15.4% of patients). Gynecomastia resolved more frequently during TTD treatment (4 of 10 patients) than with i.m. treatment (1 of 9 patients). Although both treatments seem to be efficacious for replacing T in hypogonadal men, the more physiological sex hormone levels and profiles associated with TTD may offer possible advantages over i.m. in minimizing excessive stimulation of erythropoiesis, preventing/ameliorating gynecomastia, and not over-suppressing gonadotropins.",0
W2151961169,Matrix Delivery Transdermal 17β-Estradiol for the Prevention of Bone Loss in Postmenopausal Women,,1
W2005656145,"The Effect of Deydroepiandrosterone Supplementation to Symptomatic Perimenopausal Women on Serum Endocrine Profiles, Lipid Parameters, and Health-Related Quality of Life1","Dehydroepiandrosterone (DHEA), an androgenic steroid hormone, exhibits an age-related decline. Perimenopausal women have only approximately 50% of peak DHEA levels. Despite limited scientific data, DHEA has gained recognition as a dietary supplement to reduce the symptoms of aging and improve well-being. This randomized, double-blind placebo-controlled trial examined the effects of 50 mg/day of oral DHEA supplementation, for 3 months, on 60 perimenopausal women with complaints of altered mood and well-being. Changes in the serum endocrine profile of women in the DHEA group were significantly greater than the placebo group, including a 242% [95% confidence interval (CI) +60.1, +423.9] increase in DHEAS, a 94.8% (95% CI +34.2, +155.4) increase in testosterone, and a 13.2% (95% CI -27.88, +0.5) decline in cortisol compared to baseline. Women receiving DHEA had a 10.1% (95% CI -15.0, -5.1) decline in high-density lipoprotein and an 18.1% (95% CI -32.2, -3.9) decline in Lp(a) from baseline, but these declines did not significantly differ from women who received placebo. Women receiving DHEA did not have any improvements significantly greater than placebo in the severity of perimenopausal symptoms, mood, dysphoria, libido, cognition, memory, or well-being. DHEA supplementation significantly effects the endocrine profile, may affect the lipid profile, but does not improve perimenopausal symptoms or well-being compared to placebo.",0
W2421789324,Efficacy on Climacteric Symptoms of a New Estradiol Transdermal Patch with Active Matrix in Comparison with a Reference Reservoir Patch,"METHODS: Two randomized prospective multicentre parallel group studies were performed (one in Germany and the other in Italy) in symptomatic postmenopausal women. The goal was to assess the efficacy on climacteric symptoms and the safety of a new estradiol (CAS 50-28-2) transdermal patch with solid active matrix (SAM) in comparison to a conventional liquid reservoir (LR) type estradiol transdermal patch. Both patches released 50 micrograms/day estradiol. One group of patients received the SAM patch and the other the LR patch in 4-week cycles, with a twice-weekly application of the patches for 3 weeks, followed by one week without patches. Progestin opposition was achieved with medroxyprogesterone acetate 5 mg/day orally in the last 11 days of patch application in the German study and with 10 mg/day in the last 12 days of patch application in the Italian study. Both studies were divided into two Parts: Part 1 with three 4-week cycles for a total of 12 weeks and Part 2 for other ten 4-weeks cycles in which the patches could be applied also continuously. The total duration of the study was therefore 52 weeks. RESULTS: Germany study. 133 patients resulted randomized to the SAM group and 129 to the LR group. Both estradiol patches quickly relieved climacteric symptoms already during the first 3 weeks of patch application, as shown by the rapid decrease of the Kupperman Index. At the end of Part 1, in the SAM group 91% and in the LR group 96% of patients reported relief from climacteric symptoms. At the end of Part 2 the percentages were 98% and 95%, respectively. The two patches were therapeutically equivalent with a power greater than 99.7%. Both patches were systemically fairly well tolerated. Only 4.5% of patients in the SAM group and 3.9% in the LR group discontinued prematurely for possible adverse reactions related to estradiol. There was no significant difference between the two patches with regard to systemic tolerability. Conversely, with regard to local skin reactions, the SAM patch was significantly (p < 0.01) better tolerated than the LR patch. The adhesion to the skin of the SAM patches was better than that of the LR patches. RESULTS. Italian study. 139 patients resulted randomized to the SAM patch and 128 to the LR patch. Also in this study both types of patches relieved the climacteric symptoms already during the first 3 weeks of patch application, as shown by the rapid decrease of the visual analogue scale (VAS) recordings of severity of hot flushes and of sweats. At the end of Part 1 both patches relieved 95% of patients from climacteric symptoms. At the end of Part 2, i.e. after 52 weeks, 100% of patients were relieved from climacteric symptoms. Of these, 72% in the SAM group and 78% in the LR group reported complete disappearance of symptoms. Also in the Italian study, therefore, the two patches were found therapeutically equivalent. Both patches stopped or even reversed bone mineral loss in L2-L4 and had some favorable effects on lipid metabolism. Both patches were systemically equally fairly well tolerated with premature discontinuations for systemic adverse drug reactions in only 5.0% of patients in the SAM group and 3.9% in the LR group. Conversely, as in the German study, the SAM patches were significantly better tolerated by the skin (p < 0.0001). CONCLUSIONS: The two types of estradiol transdermal patches were equivalent in providing an effective and rapid relief from climacteric symptoms. Systemically both patches were fairly well tolerated. The SAM patches were significantly better tolerated by the skin. The better local tolerability combined with better adhesion and cosmetic properties render the SAM patches very patient friendly and improve the compliance in the long term estrogen replacement therapy required to reduce osteoporosis and cardiovascular risks.",0
W1965418829,Ten goals for the American College of Obstetricians and Gynecologists for the first decade of the next millennium,,0
W2000199207,Nucleated red blood cells in healthy infants of women with gestational diabetes,"OBJECTIVE: To evaluate whether absolute nucleated red blood cell (RBC) counts are elevated in large-for-gestational-age (LGA) infants of women with gestational diabetes compared with appropriate-for-gestational-age (AGA) infants of women with or without gestational diabetes. METHODS: We compared absolute nucleated RBC counts during the first 12 hours of life in three groups of term, vaginally delivered infants, LGA infants of women with gestational diabetes (n = 20), AGA infants of women with gestational diabetes (n = 20), and AGA infants of nondiabetic women (n = 30). We excluded infants of women with hypertension, smoking, alcohol or drug abuse, and those with fetal heart rate abnormalities in labor, low Apgar scores, hemolysis, blood loss, or chromosomal anomalies. RESULTS: There were no significant differences among groups in gestational age, gravidity, parity, maternal analgesia, 1- and 5-minute Apgar scores, and lymphocyte counts. Corrected white blood cell counts and hematocrit were significantly higher in LGA infants of women with gestational diabetes than in the other groups. The median nucleated RBC count was significantly higher in LGA infants of women with gestational diabetes (0.56 x 10(9)/L, range 0-1.8 x 10(9)/L) than AGA infants of women with gestational diabetes (0.13 x 10(9)/L, range 0-0.65 x 10(9)/L) and controls (0.0005 x 10(9)/L, range 0-0.6 x 10(9)/L) (P < .001). Multiple regression analysis showed that absolute nucleated RBC count was significantly correlated with birth weight (or macrosomia) and maternal diabetic status (r2 = .25, P < .001 for the multiple regression, contribution of birth weight r2 = .19, and diabetes r2 = .06). CONCLUSION: At birth, term LGA infants born to women with gestational diabetes had higher absolute nucleated RBC counts compared with AGA infants born to women with gestational diabetes and controls.",0
W105897893,"A two-year, double-blind comparison of estrogen-androgen and conjugated estrogens in surgically menopausal women. Effects on bone mineral density, symptoms and lipid profiles.","OBJECTIVE: To compare the effects of two doses of conjugated equine estrogen (CEE) and two of esterified estrogen plus methyltestosterone (E + A) in surgically menopausal women. STUDY DESIGN: A two-year, parallel-group, double-blind study of 311 women who were randomly assigned to one of four regimens: (1) CEE, 0.625 mg/d; (2) CEE, 1.25 mg/d; (3) esterified estrogens, 0.625 mg, + methyltestosterone, 1.25 mg/d; or (4) esterified estrogens, 1.25, + methyltestosterone, 2.5 mg/d. Study parameters were symptoms, lipids, bone mineral density, side effects and safety. RESULTS: All treatments prevented loss of bone in the spine and hip. The higher E + A dose increased spine and hip BMD more than other treatments (P < .002). All treatments improved menopausal symptoms, with non-significantly greater improvements in well-being and sexual interest in the E + A groups. Similar and significant decreases in low-density lipoprotein were observed in all groups, but high-density lipoprotein and triglycerides were increased only in the unopposed estrogen groups (P < .05). Hirsutism was uncommon and similar in all groups at two years. Discontinuation rates and reasons for withdrawal from the study were similar in both groups. No clinically significant side effects or laboratory test abnormalities were seen. CONCLUSION: As compared to estrogen alone, E + A significantly improved BMD and was well tolerated in surgically menopausal women.",0
W2059656206,Psychological and Endocrine Responses to Psychosocial Stress and Dexamethasone/ Corticotropin-Releasing Hormone in Healthy Postmenopausal Women and Young Controls: The Impact of Age and a Two-Week Estradiol Treatment,"In this placebo-controlled double-blind study, psychological and endocrine stress responses were investigated in healthy postmenopausal placebo-treated women (n = 15; 60-75 years; placebo via transdermal patches), healthy postmenopausal estradiol-treated women (n = 13; 60-79 years; 0.1 mg 17beta-estradiol daily via transdermal patches) and young controls (n = 15; 20-31 years; untreated). The aged subjects received estradiol or placebo treatment for 14 days. All subjects were then exposed to the 'Trier Social Stress Test' (TSST) and the dexamethasone (Dex)-human corticotropin-releasing hormone (hCRH) test (100 microgram hCRH after premedication with 1.5 mg Dex). Psychological parameters including perceived stressfulness, mood and subjective well-being were measured by visual analog scales, a mood questionnaire and a mood diary, respectively. Results show that the TSST induced significant increases in adrenocorticotropin (ACTH), free salivary cortisol, total plasma cortisol and heart rates (all p < 0.0001). Regardless of age, comparable hormonal response patterns were observed in the TSST as indicated by similar peak levels and recovery phases. Visual analog scales confirmed that the same amount of stress was experienced by young and elderly subjects. In both age groups, hCRH injection after Dex premedication provoked significant increases in ACTH, free salivary cortisol and total plasma cortisol (all p < 0.0001). In contrast to the psychosocial stressor, elderly women were found to respond with a markedly enhanced cortisol response compared to young controls in the Dex-CRH test (p < 0.025). Additional investigation of morning cortisol profiles could not reveal any age-related differences in basal hypothalamus-pituitary-adrenal (HPA) axis activity. Following estradiol treatment, estradiol levels significantly increased only in substituted postmenopausal women (p < 0.001) reaching concentrations typically found in younger women during the follicular phase of the menstrual cycle. Corticosteroid-binding globulin levels did not differ significantly between groups. When confronted with the TSST, no response differences emerged between the three groups. However, estradiol treatment appeared to blunt the total plasma cortisol response in the Dex-CRH test, resulting in smaller increases in untreated premenopausal women and estradiol-treated postmenopausal women compared to placebo-treated postmenopausal women (p < 0.02). In sum, no response differences were observed after confrontation with a psychosocial stress test in our sample of healthy elderly subjects. As shown with the Dex-CRH test, our data suggest that the negative feedback of the HPA axis in elderly women is altered. Moreover, the current data suggest that estradiol replacement may modulate HPA feedback sensitivity in humans.",0
W2073235636,"Calcium Absorption in Postmenopausal Osteoporosis: Benefit of HRT Plus Calcitriol, but not HRT Alone, in both Malabsorbers and Normal Absorbers",,0
W2015090484,Estrogen effects on postural balance in postmenopausal women without vasomotor symptoms: a randomized masked trial,"OBJECTIVE: To assess whether estrogen treatment given to postmenopausal women without vasomotor symptoms improves balance more than placebo. METHODS: Forty healthy postmenopausal women without vasomotor symptoms were randomized to transdermal 17beta-estradiol (E2) 50 microg/day for 14 weeks or identical transdermal placebo patches. Postural balance was measured with dynamic posturography before and after 4, 12, and 14 weeks of therapy. In this test, the visual, vestibular, and somatosensory systems were provoked with increasing difficulty and body sway was measured with a dual forceplate. A low score showed large sway and a score of 100 showed no sway at all. RESULTS: Thirty-eight women completed the study. Both groups had normal balance for their ages and near maximum scores in the three easier balance tests at baseline. In the most difficult test, both groups improved their postural balance significantly (from 13 to 32 and from 22 to 39, respectively) after 4 weeks. Thereafter, no change was seen. One problem was low statistical power, but the relative change in balance did not differ between groups. The comparison did not show even a minute advantage of E2 over placebo, so a study with higher power would probably not have shown a more pronounced effect of estrogen than placebo. The change over time did not differ between groups, which indicates a significant learning effect. CONCLUSION: In women without vasomotor symptoms, estrogen therapy did not seem to increase postural balance significantly more than placebo. However, we could not rule out that estrogens affect postural balance in women with vasomotor symptoms.",0
