id,title,abstract,label
W2148567690,ONCE DAILY CONTROLLED VERSUS IMMEDIATE RELEASE OXYBUTYNIN CHLORIDE FOR URGE URINARY INCONTINENCE,"PURPOSE: We compared the efficacy and safety of once daily controlled and immediate release oxybutynin for incontinence. MATERIALS AND METHODS: This multicenter, randomized, double-blind, active control, parallel study was designed to evaluate urge urinary incontinence episodes using a 7-day diary. RESULTS: A total of 97 women and 8 men 34 to 76 years old with urge incontinence or mixed incontinence with a clinically significant urge component were enrolled in the study. The number of weekly urge incontinence episodes decreased from 27.4 to 4.8 after controlled and from 23.4 to 3.1 after immediate release oxybutynin (p = 0.56), and total incontinence episodes decreased from 29.3 to 6 and from 26.3 to 3.8, respectively (p = 0.6). Weekly urge incontinence episodes from baseline to end of study also decreased to 84% after controlled and 88% after immediate release oxybutynin (p = 0.7). Continence was achieved in 41% of the controlled and 40% of the immediate release group (p = 0.9). Dry mouth of any severity was reported by 68 and 87% of the controlled and immediate release groups, respectively (p = 0.04), and moderate or severe dry mouth occurred in 25 and 46%, respectively (p = 0.03). CONCLUSIONS: Participants taking a single daily does of controlled release oxybutynin had similar reductions in urge incontinence and total incontinence episodes compared to those taking oxybutynin 1 to 4 times daily. A lower incidence of dry mouth was reported for controlled release oxybutynin.",1
W2034359248,Inhibition of airway hyperreactivity by oxybutynin chloride in subjects with cervical spinal cord injury,,0
W2056166146,Urge Incontinence,,0
W2334096500,Oxybutynin Enhances the Metabolism of Clomipramine and Dextrorphan Possibly by Induction of a Cytochrome P450 Isoenzyme,"Grozinger, Michael MD; Hartter, Sebastian PhD; Hiemke, Christoph PhD; Roschke, Joachim MD, PhD Author Information",1
W2375770443,Importance of pharmacological and physicochemical properties for tolerance of antimuscarinic drugs in the treatment of detrusor instability and detrusor hyperreflexia--chances for improvement of therapy.,"BACKGROUND: Antimuscarinic side-effects are relatively frequent problems in oral pharmacotherapy of detrusor instability and neurogenic dysfunction of the urinary bladder. Results of recent clinical trials demonstrate differences in tolerance between antimuscarinic drugs. It is the purpose of this paper to relate the available clinical data to the pharmacological and physicochemical properties of the different antimuscarinic drugs, in order to discuss the reasons for this enhanced tolerance and to make possible modes for improvement of antimuscarinic therapy plainly visible. METHODS: Therefore, we reviewed the available literature using among others the computerized library systems Medline (National Library of Medicine, Bethesda, Maryland, USA) and Embase (Excerpta Medica, Amsterdam, the Netherlands). Differences in tolerance of oral antimuscarinic drugs may result from muscarine-receptor selectivity, organ selectivity, and pharmacokinetic as well as physicochemical properties. While the roles of m-receptor and organ selectivity need more detailed clarification, influences of differences in bioavailability and physicochemical properties on the tolerance of antimuscarinic drugs are more sufficiently investigated. RESULTS: Generally, tolerance as well as efficacy of antimuscarinic drugs seem to be a complex result of a combination of various pharmacological properties distinguishing the individual substances. The enhancement of tolerance of propiverine hydrochloride, tolterodine tartrate and trospium chloride compared to oxybutynin chloride seems to be reached by different modes, from which the molecular structure -- propiverine and tolterodine are tertiary amines, trospium chloride possesses a quarternary ammonium structure -- may be of great importance. First investigations with alternative transdermal and intravesical application routes show interesting possibilities for further improvement of antimuscarinic therapy in urological indications. CONCLUSION: In conclusion, from pharmacological and clinical data it becomes obvious that there are significant differences between antimuscarinic drugs, which are of clinical relevance and include possible starting points for the development of new drugs and application forms.",0
W2124954720,An extended-release formulation of oxybutynin chloride for the treatment of overactive urinary bladder,,0
W1988005926,Using Flavoxate as Primary Medication for Patients Suffering from Urge Symptomatology,,0
W2127863576,Comparative pharmacology of recombinant human M<sub>3</sub> and M<sub>5</sub> muscarinic receptors expressed in CHO‐K1 cells,"1. Affinity estimates were obtained for several muscarinic antagonists against carbachol-stimulated [3H]-inositol phosphates accumulation in Chinese hamster ovary (CHO-KI) cells stably expressing either human muscarinic M3 or M5 receptor subtypes. The rationale for these studies was to generate a functional antagonist affinity profile for the M5 receptor subtype and compare this with that of the M3 receptor, in order to identify compounds which discriminate between these two subtypes. 2. The rank order of antagonist apparent affinities (pK(B)) at the muscarinic M5 receptor was atropine (8.7) > or =tolterodine (8.6) = 4-diphenylacetoxy-N-methylpiperidine (4-DAMP, 8.6)> darifenacin (7.7) > or =zamifenacin (7.6)>oxybutynin (6.6)= para-fluorohexahydrosiladifenidol (p-F-HHSiD, 6.6)>pirenzepine (6.4) > or = methoctramine (6.3)=himbacine (6.3)>AQ-RA 741 (6.1). 3. Antagonist apparent affinities for both receptor subtypes compare well with published binding affinity estimates. No antagonist displayed greater selectivity for the muscarinic M5 subtype over the M3 subtype, but himbacine, AQ-RA 741, p-F-HHSiD, darifenacin and oxybutynin displayed between 9- and 60 fold greater selectivity for the muscarinic M3 over the M5 subtype. 4. This study highlights the similarity in pharmacological profiles of M3 and M5 receptor subtypes and identifies five antagonists that may represent useful tools for discriminating between these two subtypes. Collectively, these data show that in the absence of a high affinity M5 selective antagonist, affinity data for a large range of antagonists is critical to define operationally the M5 receptor subtype.",0
W2035682337,Drug eruption due to flavoxate hydrochloride,,0
W2057912252,Pharmacological Management of Incontinence,,0
W1967831279,Treatment of urge incontinence in veterans affairs medical centers,,0
W2010708532,Clinical Efficacy of Oxybutynin on Sensory Urgency as Compared with That on Motor Urgency,"OBJECTIVE: Anticholinergic drug is widely accepted as an effective medication for frequency, urgency and urge incontinence related to detrusor overactivity (motor urgency). In order to elucidate whether anticholinergic drug is also effective for these symptoms related to bladder hypersensitivity (sensory urgency), clinical efficacy of oxybutynin on sensory urgency was compared with that on motor urgency. METHOD: Twenty-four patients with sensory urgency, and 53 patients with motor urgency were treated with oxybutynin (6 mg/day) for 4 weeks and subjective and objective efficacies were evaluated. Subjective parameters were quantified with urge score (grade 0-3) and daily numbers of voiding and incontinence. Objective efficacies were evaluated with pre-/ postcomparison of cystometric parameters. RESULTS: Excellent or good overall efficacy was obtained in 62.5% (15/24) of the sensory urgency group and 60.4% (32/53) of the motor urgency group. There was no statistical difference between these two groups. Objective cystometric parameters, bladder volume at first sensation and maximum cystometric capacity, statistically improved after the treatment in both groups. CONCLUSION: The results suggest that oxybutynin works as well on sensory urgency as it does on motor urgency.",0
W100535241,"Tolterodine for overactive bladder: time to onset of action, preferred dosage, and 9-month follow-up.","This is a prospective study of 28 patients who had urinary frequency (>8 times/day) and either urgency or urge incontinence (>1 time/day). After a 2-week run-in period (visit 1), the patients were started on tolterodine 1 mg twice a day (bid) (visit 2). They were followed at 4 and 8 weeks (visits 3 and 4). The patients were contacted by telephone 1 week after visit 2. Tolterodine was increased to 2 mg bid if the patient had incomplete improvement at either the initial phone call or during visit 3. Evaluation criteria were daily micturition charts including urinary frequency, nocturia, leakage episodes, average urine volume per day, and average voided volume. Tolterodine was well tolerated without side effects in 20 (80%) of 28 patients. Eight patients (20%) dropped out after enrollment because of side effects in 3, no improvement in 2, and missing visits (>1) in 3. Drug dosage in the 20 patients who tolerated tolterodine was 1 mg bid in 3 and 2 mg bid in 17 (85%). According to micturition charts, urinary frequency, nocturia, and leakage episodes decreased significantly after tolterodine treatment, whereas average urine volume per day and average voided volume did not change significantly. There were no electrocardiographic or biochemical abnormalities due to tolterodine treatment. Mean follow-up was 9.4 months. All 20 patients who tolerated tolterodine continue to take the medication without significant side effects. We conclude that tolterodine is well tolerated and effective for overactive bladders. Two milligrams bid is the dosage preferred by the majority of patients and the onset of action is seen within 1 week of treatment. Long-term compliance and efficacy are excellent, with no dropout in >9 months of follow-up.",0
W1992918179,Neurogenic bladder dysfunction,"Urodynamics are still essential for diagnosis and prognosis of neurogenic lower urinary tract-dysfunction and can not be replaced by other means of investigation so far, neither by a thorough clinical investigation nor by sophisticated means like magnetic resonance imaging. The findings with clinical investigations are specific, but not sensitive enough, and the spinal cord lesions may sometimes be beyond the resolution of magnetic resonance-scanning. Pharmacotherapy is still the corner stone in the management of detrusor hyperreflexia. Further studies with tolterodine, oxybutynin, trospiumchloride and propiverine have increased our knowledge about these substances. Capsaicin was proved to be the effective substance and not the alcoholic solution, which serves as a carrier. Intrathecal clonidine may represent a new conservative reversible alternative treatment for detrusor hyperreflexia. Experiments with detrusor strips from end-stage MMC-patients may explain the relative resistance of the low compliant bladder to the common anticholinergic/spasmolytic therapy. The differential indication for bladder augmentation, either using segments of the gastrointestinal-tract or performing a partial detrusor myectomy is ongoing, favourable results are reported for both techniques. Sacral posterior root rhizotomy is able to abolish detrusor hyperreflexia and therefore recommended for tetra- and paraplegics, however autonomic dysreflexia, if present, can not be totally abolished. Collagen injections for neuropathic sphincter incompetence can not be recommended as demonstrated in children with congenital neuropathy, a new design of an artificial sphincter must stand the test of time.",0
W2147798042,METABOLISM-BASED DRUG INTERACTIONS INVOLVING ORAL AZOLE ANTIFUNGALS IN HUMANS*,AUC:Area under the plasma concentration–time curveCmax:Maximum plasma concentrationCmin:Minimum plasma concentrationCss:Plasma concentration at steady stateCl:Total clearance from plasmaClH:Hepatic...,0
W2011917402,Evaluation of a new once-daily formulation of oxybutynin for the treatment of urinary urge incontinence,,1
W1967094,[Oxybutinin-desmopressin association in the treatment of primary nocturnal enuresis with diurnal urination disorders].,"BACKGROUND: Since most of the children observed in our Centre present enuresis with voiding disturbance, we carried out a study where these patients were treated with the DDAVP + Oxybutinin association. METHODS: We have treated 89 children with enuresis and voiding disturbances (urge incontinence, voiding urgency, urinated > 7 times a day), administering a drugs combination of desmopressin (20 micrograms/daily) and oxybutinin (0.3-0.6 mg/kg/bid or tid) for a variable period, depending on response to the treatment. RESULTS: The results demonstrate the efficacy of this association: we have observed a reduction in average bed wetting nights from 23.4 nights/month to 6.4 wet nights after 1 month, to 3.8 ad 2.9 respectively after 3 and 6 months from the beginning. Moreover we obtained a recovery of all daily voiding disturbances after 3 months. Fifty percent of children were cured after 4 months of therapy and finally 93.2% recovered at 6 months. On the other hand, 2 children were no-responders to the therapy even after 9 months of combined drugs administration. CONCLUSIONS: Based on these results we can affirm that children with nocturnal enuresis and voiding disturbance can be treated with this combined therapy. Actually, the reduction of urinary output and thus lower bladder filling, due to the desmopressin, decreases the onset of uninhibited bladder contractions and enhances oxybutinin activity.",0
W1973289190,Recent advances: Gynaecology,Competing interests: CK has received reimbursement both from Schering and from Pharmacia and Upjohn for attending symposia.,0
W2127252378,"A placebo‐controlled, multicentre study comparing the tolerability and efficacy of propiverine and oxybutynin in patients with urgency and urge incontinence","OBJECTIVE: To assess the tolerability and efficacy of propiverine and oxybutynin in patients with urgency and urge incontinence in a randomized, double-blind placebo-controlled clinical trial. PATIENTS AND METHODS: In all, 366 patients (149 on propiverine, 145 oxybutynin and 72 placebo, ratio 2:2:1) with urgency and urge incontinence were recruited in 32 study centres. Propiverine (group 1, 15 mg three times daily), oxybutynin (group 2, 5 mg twice daily) or placebo (group 3) were administered for 4 weeks, using the double-dummy technique. The dosages were selected specifically to compare the tolerability profile of propiverine with the commonly used therapeutic dosage of oxybutynin. Tolerability was assessed by directly questioning the patients about adverse events at four visits (V-1 before and V0 after a 1-week 'washout' period, V1 after 1 week and V4 after 4 weeks of treatment) during a 5-week surveillance period, and by tolerability ratings of the physicians. Efficacy was assessed using urodynamics at V0 and V4, evaluating the cystometric bladder capacity at maximal and first desire to void, and postvoid residual urine, according to the criteria of the International Continence Society. Additionally, a voiding protocol, overall assessment of clinical symptomatology and efficacy ratings by the physicians were documented. RESULTS: A remarkably high percentage of adverse events was reported in the washout period (VO: 13%, 16% and 18% in groups 1-3, respectively). At V4, the clinically most relevant symptom (dry mouth) occurred in 53% of patients in group 1, in 67% of group 2 and in 28% of group 3. Furthermore, dry mouth was less severe in group 1 than group 2. In contrast to groups 2 and 3, only patients in group 1 showed increasing tolerability during the treatment (from V1 to V4). These tolerability results were further supported by the overall tolerability assessment ('very good' or 'good' tolerability in 67% of group 1, in 59% of group 2 and in 83% of group 3). The urodynamic assessment of efficacy (comparing V0 and V4) showed a statistically significant increase in the mean (sd) maximal cystometric bladder capacity in group 1, being 222 (77) mL at V0 and 311 (125) mL at V4, an increase of 89 (108) mL, and in group 2, at 226 (75) mL and 322 (123) mL, an increase of 96 (106) mL, compared with group 3, at 211 (77) mL and 263 (93) mL, an increase of only 52 (92) mL. The cystometric bladder capacity at first desire to void also increased in group 1 (93 to 160 mL) and group 2 (89 to 160 mL), whereas in group 3 there were only minor changes (93 to 120 mL). Changes in the residual urine volume within and between the treatment groups were minimal and clinically irrelevant. The overall assessment of efficacy showed significant differences between the drugs when compared with placebo. CONCLUSION: Propiverine is a safe and effective drug in the treatment of urgency and urge incontinence; it is as effective as oxybutynin, but the incidence of dry mouth and its severity is less with propiverine than with oxybutynin. The availability of alternative pharmacotherapeutics such as propiverine should reduce the therapeutic failure rate and improves the success rate in the treatment of patients suffering from urgency and urge incontinence.",1
W2045061027,Advantages and risks of ileovesicostomy for the management of neuropathic bladder,,0
W1986383302,"Tolterodine, a New Antimuscarinic Drug for Treatment of Bladder Overactivity — A Comment",,0
W2014443182,Safety review of the oral antifungal agents used to treat superficial mycoses,,0
W2118975598,Tolterodine Use for Symptoms of Overactive Bladder,"OBJECTIVE: To describe the pharmacology, pharmacokinetics, clinical efficacy, and safety of tolterodine for the treatment of overactive bladder. DATA SOURCES: Published articles and abstracts were identified from a MEDLINE search (January 1980-October 1998) using the terms tolterodine, PNU-200583E, urge incontinence, overactive bladder, detrusor instability, detrusor overactivity, and antimuscarinic. Pertinent articles written in English were considered for review. Additional articles were identified from the bibliographies of retrieved articles. Data from the Food and Drug Administration-approved product labeling and the manufacturer were also used in the absence of published data. STUDY SELECTION AND DATA EXTRACTION: Clinical studies of tolterodine involving human subjects were evaluated. DATA SYNTHESIS: Tolterodine is a competitive muscarinic receptor antagonist with relative functional selectivity for bladder muscarinic receptors. It is metabolized in the liver by CYP2D6 to an active metabolite (DD 01), which is partially responsible for its pharmacologic activity. Those who are genetically devoid of CYP2D6 will have higher concentrations of the parent compound and virtually undetectable concentrations of DD 01; however, the clinical efficacy does not appear to be altered. In dosages of 2 mg twice daily, tolterodine has shown consistent reductions in the number of micturitions per 24 hours and less consistently decreased incontinence episodes in patients with detrusor overactivity. The functional selectivity of tolterodine for bladder muscarinic receptors results in fewer systemic adverse effects, such as dry mouth, than occur with comparable nonselective antimuscarinic agents. CONCLUSIONS: Clinical studies have shown that the effectiveness of tolterodine for symptoms of overactive bladder is similar to that of oxybutynin. The adverse effect profiles of tolterodine and oxybutynin are similar; however, comparative clinical trials have shown significantly fewer patients taking tolterodine require dosage reductions or discontinue therapy due to antimuscarinic adverse effects such as dry mouth. Although more costly than oxybutynin, tolterodine represents a modest improvement over oxybutynin with respect to adverse effect profile, which may allow more patients with incontinence to tolerate therapeutic doses. Further research is necessary to determine whether tolterodine has clinical advantages over similar agents in patients with other muscarinic adverse effects, such as constipation or cognitive impairment.",0
W2008079238,Clinical Efficacy and Safety of Tolterodine Compared to Oxybutynin and Placebo in Patients with Overactive Bladder,,1
W2062242064,Oxybutynin disrupts learning and memory in the rat passive avoidance response,,0
W2043681998,Preparation and Evaluation of Tablets Rapidly Disintegrating in Saliva Containing Bitter-Taste-Masked Granules by the Compression Method.,"The aim of this study was to prepare, using taste-masked granules, tablets which can rapidly disintegrate in saliva (rapidly disintegrating tablet), of drugs with bitter taste (pirenzepine HCl or oxybutynin HCl). The taste-masked granules were prepared using aminoalkyl methacrylate copolymers (Eudragit E-100) by the extrusion method. None of the drugs dissolved from the granules (% of dissolved, < 5%) even at 480 min at pH 6.8 in the dissolution test. However, the drugs dissolved rapidly in the medium at pH 1.2 in the dissolution test. Rapidly disintegrating tablets were prepared using the prepared taste-masked granules, and a mixture of excipients consisting of crystalline cellulose (Avicel PH-102) and low-substituted hydroxypropylcellulose (L-HPC, LH-11). The granules and excipients were mixed well (mixing ratio by weight, crystalline cellulose: L-HPC = 8:2) with 1% magnesium stearate, and subsequently compressed at 500-1500 kgf in a single-punch tableting machine. The prepared tablets (compressed at 500 kgf) containing the taste-masked granules have sufficient strength (the crushing strength: oxybutynin tablet, 3.5 kg; pirenzepine tablet, 2.2 kg), and a rapid disintegration time (within 20 s) was observed in the saliva of healthy volunteers. None of the volunteers felt any bitter taste after the disintegration of the tablet which contained the taste-masked granules. We confirmed that the rapidly disintegrating tablets can be prepared using these taste-masked granules and excipients which are commonly used in tablet preparation.",0
W2134445877,USE OF POLYDIMETHYLSILOXANE FOR ENDOSCOPIC TREATMENT OF NEUROGENIC URINARY INCONTINENCE IN CHILDREN,"PURPOSE: We report on the injection of polydimethylsiloxane for endoscopic treatment of urinary incontinence in children with neurogenic bladder and determine the optimal criteria for patient selection. MATERIALS AND METHODS: We have treated 17 boys and 16 girls since 1995. The etiology of incontinence was spina bifida in 24 cases. Previous surgery was performed in 18 patients, including bladder neck reconstruction in 15 and bladder augmentation in 9. Mean patient age at injection was 13 years (range 7 to 17). We administered 1, 2 and 3 injections in 21, 11 and 1 patients, respectively. Mean volume at each injection was 3.2 cc. Mean interval between injections was 6 months (range 3 to 15). In all cases injection was done transurethrally. RESULTS: Followup ranged from 6 to 41 months (median 16). A total of 11 patients (33.3%) are dry (continence for greater than 4 hours and no urinary pad use during the day) and 8 (24.2%) are improved (continence for 2 to 3 hours and minimal pad use). Results are poor in 14 cases. Overall previous bladder neck surgery or preoperative detrusor hyperactivity did not influence results. Good results were mainly associated with female gender (47.4% of girls versus 10.5% of boys achieved cure). CONCLUSIONS: Injection of polydimethylsiloxane at the bladder neck resulted in continence in 33% of neurogenic bladder cases. Better results occurred in girls and injection did not compromise other surgical procedures. Polydimethylsiloxane seems more suitable than bovine collagen due to potential problems with biological product use.",0
W2054545196,DESMOPRESSIN RESISTANT ENURESIS: PATHOGENETIC AND THERAPEUTIC CONSIDERATIONS,"PURPOSE: We tested the role of the bladder in the pathogenesis of desmopressin resistant enuresis by evaluating the influence of urine production on the timing of the enuretic event and the response to anticholinergic medication. MATERIALS AND METHODS: We gave 33 children with monosymptomatic nocturnal enuresis resistant to the standard 0.4 mg. oral dose of desmopressin 0.4 and 0.8 mg. desmopressin and placebo tablets for 5 nights each in a double-blind crossover fashion. The time of enuresis or nocturia was documented. All 9 children who had at least 1 dry treatment period during the randomized portion of the study then received open label treatment with 0.8 mg. desmopressin. Nonresponders to this regimen and the remainder of the children were offered anticholinergic treatment. RESULTS: Average time between bedtime and voiding was 5.0, 5.6 and 5.0 hours during the nights with placebo, and 0.4 and 0.8 mg. desmopressin, respectively (p = 0.12). Of the 9 children subsequently treated with 0.8 mg. desmopressin 5 became completely dry. Of the remaining 28 children given anticholinergic treatment 20 responded. CONCLUSIONS: Antidiuresis does not delay the enuretic event in children with desmopressin resistant enuresis. This finding and the favorable response to anticholinergic medication favor the hypothesis that these children have nocturnal bladder instability. A subgroup of enuretic children responds to high but not normal doses of desmopressin.",0
W1989158938,Visual hallucinations at the onset of tolterodine treatment in a patient with a high‐level spinal cord injury,,0
